review_id,timestamp,book_id,book_title,review_title,review_user,review_text,review_score
R3PHPLTRSS1VXZ,1556048513,0310353629,A Love Letter Life: Pursue Creatively. Date Intentionally. Love Faithfully.,Wonderful book!,MaureenB,This book is a must read. So good. Highly recommend!,5
RBS83I3FK8WKJ,1554881627,525538194,Wolf Pack (A Joe Pickett Novel),Never A Disappointment,"Edward F. Wheland, II","Every time I have the pleasure to start a new Joe Pickett Novel, I promise myself that I will take it easy, read slowly. This is impossible!!!! The writing style, the characters, the adventure deny you a slow read. Beyond each page is another question to be answered. What a page turner and what a joy to read.While it will be said by many, I can’t wait for the next one.",5
RYCS7NJF0EJT,1555178833,1250190193,The Prairie Homestead Cookbook: Simple Recipes for Heritage Cooking in Any Kitchen,This Cookbook is a must have!,Expressionality,Wow I was so excited to get this cookbook. It is so much better that I imagined. Beautiful photos and every recipe looks Devine. I can not wait to start cooking. Jill I know this was a labor of love and we are all the lucky recipients. Thank you!,5
R2PCO6619SW8K0,1555178829,62678426,The Woman in the Window: A Novel,Entertained,DIAN,Book kept me reading but disappointed towards ending.  Author knows how to write and can see this made into a movie.,3
R1AS8C8WM6M34L,1556258796,1524798622,Daisy Jones & The Six: A Novel,Really wanted to like this book,Kindle Customer,Not at all what I expected.  I really wanted to like this book but it was super boring. Was hoping it would pick up and get better. It I never did.,1
RVNHLNXWJG5N7,1556323217,0143110438,A Gentleman in Moscow: A Novel,"Beautiful, intelligent and well written",pam,"Beautiful, intelligent and well written. What more do you want in an era of trash that poses as ""literature""?",5
R1SPBOORNW1R25,1556207173,0062678426,The Woman in the Window: A Novel,3.5 Stars,Kindle Customer,"A very engaging, character driven psychological thriller.SUMMARYAnna Fox, once a well respected child psychologist, has not left her house in almost a year. She has become an agoraphobic, she physically and mentally cannot make herself leave her house. Separated from her husband and daughter (the book is initially vague about the reason for the separation but progressively reveals all), she becomes fixated on the comings and goings of her neighbors. She spends an unhealthy amount of time watching them from her front window and self medicating by mixing large quantities of wine with her prescription drugs. One day she sees something horrible but when she reports it to the police, they doubt her word, as does most of the neighborhood. Is she imagining things or are her neighbors across the park excellent liars?WHAT I LOVEDI love stories with unreliable narrators and Anna totally fits that bill! I spent over half the book wondering whether or not she was imagining the whole thing. She was not exactly credible.I also love flawed, complex characters. Anna certainly proves to be flawed and extremely complicated, yet still manages to be sympathetic. Based on her actions, it's easy to see how her neighbors and the police could doubt her interpretation of events. As far as the other characters in the book, mostly various neighbors, none of them are without flaws.I loved the NYC setting, particularly how the neighbors could see each other through their windows across the park. I also loved how the older couple, the Wasserman's ( I think?) resented the gentrification of their neighborhood. It felt very authentic. Only in a place like NYC would people be that close, so watchable and the phenomena of the variance between what the neighborhood used to be versus what it is becoming is a big part of such places.I liked the way the book is structured. It is written in only one point of view, yet the reader unsure if they are getting the real story.  It's very much a character driven plot. The chapters are short and easy to read.I think my favorite feature about the book is the way the setting, plot and characters all work together to create the mood and feel of the book. It was so well done. You have an admittedly depressed and possibly unstable woman wandering around alone in this dark, old, rambling house. About 80% of the book takes place in this house. The house is in NYC, it's late fall so it's starting to get cold and rain a lot. Anna doesn't sleep regularly so sometimes she sleeps quite a bit of the day away and is awake late at night. Anna spends a lot of time watching old black and white classic movies and has a penchant for Hitchcock, which is interesting because the book reminded me a lot of 'Rear Window.'  It feels dark and depressing with a hint of danger lurking around the corner. You can almost hear the theatrical 'scary' music in the background. All of this keeps the reader off balance, making them wonder what is real and what is just going on inside Anna's head.There are a couple big twists. The first one wasn't a big surprise but the final one blew me away! Loved it.WHAT I DIDN'T LOVEI liked the book a lot but there are a couple things about it that made it drop to 3.5 stars versus giving it a higher rating.The plot moved very slowly in a few places, I lost patience with it a couple times. I understand the author did this intentionally to show how slowly time was passing for Anna, but it was a bit much for me.The first big twist was almost identical to one in another book I read not long ago so it didn't have the effect it would have had otherwise. It wasn't the big 'holy crap' moment it was intended to be. It almost felt borrowed. It did, however, explain why Anna was such a basket case.Early on, the book indicates that Anna did something big which damaged her marriage, causing the separation from her family. When the reader finally discovers what her misdeeds were, it didn't ring true. It never delved into any explanation as to why she would do something of that nature and it seemed at odds with her personality and feelings about her husband and marriage. I wish author, A. J. Finn has gone into more detail on that point. I really needed to understand why she would risk everything she held dear, I needed an explanation.OVERALLA great read for a chilly, rainy winter evening. Particularly if you're curled up on your couch and can see into your neighbors window...",3
R17LV1C8IGAOLC,1556200397,0143110438,A Gentleman in Moscow: A Novel,A winter read,Avon Frulla,I felt that the characters were confusing even though there was an instruction to remember a Certain character. A LOT of description.,3
R1XWDGCIMLKDIG,1556324357,0143110438,A Gentleman in Moscow: A Novel,"Meandering and at times seemingly without purpose, it's a ...",Sidi,"Meandering and at times seemingly without purpose, it's a book to get lost into on rainy days. A worthwhile and enjoyable diversion.",4
R35NF5EI6N4JEH,1554648677,0143110438,A Gentleman in Moscow: A Novel,A Modern Fairy Tale,Mary Clark,"This is a modern form of the tales of Scheherazade, and not a work of historical fiction. In both Arabian Nights and A Gentleman In Moscow, there’s a telling of a series of stories while imprisoned, with the principal question lingering: will the storyteller ever be free? Many stories reoccur throughout the narratives in repeating motifs. They include historical facts, poems and songs. The author of this book mentions, in sly passing, Rimsky Korsakov’s “Scheherazade.” That stayed with me, like the tinkling of that dinner bell, heard only once, but resonating with meaning. And finally, we human beings tell ourselves stories while all the time our lives move inexorably toward the end.This book has an architectural character, with layer upon layer – story upon story – perfectly suited to a story of a life spent in a hotel. These stories, told by the raconteur Count Alexander Rostov, wind through the hallways, up and down stairs, onto the roof, into the cellar, and through all the rooms, bringing him into contact with the diverse population to be found in a hotel.What interested me most was the emphasis on poetry. Poetry, he says, is always a call to action. He seeks out the poetic in life, and he gains stability and meaning from it. He notes the tie to action in his friend the poet’s case, and this friendship connects him actively to the plight of those less fortunate. Without this connection, this involvement, with the truly oppressed, Rostov is a cardboard cut-out of a person, less human by far than a Former Person.The book is written in proper prose, reflecting its subject, who lives with a heightened sense of propriety within the limited scope of his class, of honor, and a defined code of conduct. Within that framework he makes adjustments. His occupations, though he doesn’t call or recognize them as such, are to read, reflect, dine, and discuss. He avoids bitterness through action, using his skills and his wits, and through self-reflection (so necessary for survival with dignity). He “sparked” conversations, and had “an instinctive awareness of all the temperaments in the room.” His ability to engage with other people is his saving grace (as with Scheherazade).Glimpses of the changes taking place in Russia appear in the form of a friend and a girl, both of whom become exiles in their own country. Neither will compromise, while Rostov does make what appear, to the other person or people involved, to be compromises. He has a different kind of courage, grounded in sureness of his identity. The destruction of personal identity is going on around him throughout the book. Historical and cultural identity is being revised. Would survival be easier for members of the aristocracy when all is taken away from them, or for peasant farmers who are suddenly enfranchised (or promised enfranchisement) but never owned anything, except a few hard-earned possessions, never had time for contemplation, and for whom the life and health of family was a continual struggle?While many of the life lessons in the book are not unique or original, they are very pertinent to the story. Of them, I thought this one of the more relevant to modern life. “From the earliest age, we must learn to say goodbye to friends and family.” But our possessions are “invested” with memories and give us solace – but “a thing is just a thing.” Rostov learns to “expunge them from his heartache forever.”We can’t hold onto our homes, our possessions, even our families, because they can all be gone in a minute, or a decade; all we can do is keep our noble sense of purpose intact within ourselves and act accordingly, but with the good sense to increase our chances of survival.Ultimately, this book is a modern fairy tale, which is most clearly illustrated by its ending.Mary A. Clark",5
R193JBQOMOOF58,1554885970,0143132504,Directorate S: The C.I.A. and America's Secret...,"If You’re Not Winning, You’re Losing. And yet you don’t know how to quit",Keith A. Comess,"Directorate S derives its name from a branch of Pakistani intelligence. Although the role of Pakistan is prominent in author Steve Coll’s examination of America’s struggle in Afghanistan, this is a larger and more complex analysis of what has become a war without end.

If you’re not winning, you’re losing. One could be reading about the failed strategy in Vietnam as we learn about General Petraeus’ military solution to defeating Al Qaeda and its Taliban protectors in Afghanistan. The strategy was “Clear, Hold, Build, and Transfer.” As with Vietnam, in most of the countryside the US has never gotten beyond a temporary “Clear”, followed by US withdrawal from territory gained after suffering casualties, followed by reoccupation by our adversaries.

Afghanistan has a long history of defeating foreign occupiers, ranging from the British in the 19th Century, to the Russian incursion, to the US effort in a violent region suspicious of foreign intervention. Coll recounts how Americans had no local knowledge and used drones and incursions to take out Al Qaeda and Taliban leaders, resulting in civilian casualties and alienating the populace.

In Vietnam, “victory” was measured by body count. Here the military defined progress by dividing the country into 400 sectors and then color-coding each in green, yellow or red. After several years, there has been little change in the colors and policy makers have realized that, at best, the US has achieved stalemate. Today’s Wall Street Journal (July 30, 2018) reports that government-controlled sectors are only about 120 out of 400.

After 17 years of US involvement including more than $1 trillion in treasure and some 2,400 American lives, the Taliban and other warlords control most of the countryside, territory into which American troops dare not venture without taking unacceptable casualties.

American involvement in Afghanistan differs from that of Vietnam in two key respects.

First, the burden of combat falls upon our professional soldiers, the 1% of our population who now serve. Many of these young men and women have served two, three, even six or more combat tours. Is it likely that we would still be militarily involved after 17 years if young draftees were still being fed into an endless war, with a high percentage of families seeing their sons, daughters, siblings killed or wounded?

Secondly, the complexity of this conflict makes Vietnam seem simple and straightforward. Afghanistan shares a mountainous, ungoverned border which the Pakistani government doesn’t fully control and which is impossible to seal. The Afghan government under Hamid Karzai and his successors has been corrupt, weak, and lacking legitimacy (in this respect much as the regimes in South Vietnam).

If that weren’t challenging enough, Pakistan has many reasons to support the Taliban, including internal pressures from its own Islamic militants, a Pashtun minority that occupies both sides of the Afghan/Pakistan border, paranoia about India’s influence in the country, and a deep distrust of the US.

Coll’s book chronicles US unwillingness to abandon the war and our reluctance to challenge Pakistan even as it supports Taliban militants who harbor terrorists and kill our troops. The US is dependent upon bringing military supplies through Pakistan, and recognizes, as Vice President Joe Biden observes about a nation with nuclear weapons, “Pakistan is 50 times more important than Afghanistan for the United States.”

Coll’s knowledge of Afghanistan is impressive and he provides clarity to a complex story. Sadly, the reader comes away deeply depressed as the US doesn’t know how to win and doesn’t know how to quit.",5
RMQHKZW794SHC,1554741306,0525538194,Wolf Pack (A Joe Pickett Novel),Edge of your seat,Nils B. Ohman,"Most viloent and bloody Joe Pickett. It had me on the edge of my seat from the get-go. Joe was true to his character in a situation that had him pitted against the FBI as well as a Mexican Cartel, with no pulled punches. Learned about GPS manipulation, witness protection, drones and wildlife concerns, cartel hit teams. A somewhat predictable but very satisfying ending. You'll love it unless you're squeamish. Nate Romanowski in a new phase of his life.",5
R3T706DDIM6S35,1554752257,0525572643,The Home Edit: A Guide to Organizing and…,Best book for inspiration,where4,Dragging my butt for days to start trying to organize my home and just didn’t know where to start. Read this in one afternoon and am completely motivated! Thank you!,5
RMSACRB4V3M7R,1554752229,62678426,The Woman in the Window: A Novel,Not worth the time,joan,I though it would be a gripping vacation read like gone girl. Went on too long and tried to be mysterious. Didn't work. Surprise ending but too way too long and boring to get there. Pass.,2
R1BNQWQW7U8AAG,1554703446,0525538194,Wolf Pack (A Joe Pickett Novel),A must read Joe Picket novel!,Craig T,Could not put this book down! You are instantly drawn into the story and cant wait to read the next chapter. CJ Box is a master at keeping the reader wondering what will happen next.Best Joe Pickett book i have read so far.,5
R28990XIR42CVM,1556104059,0525511776,Life Will Be the Death of Me: . . . and you too!,I love her even more with this one.,mr freeze,"Always been a fan of Chelsea, but with this book I felt like we got a true glimpse of her, her truth, and I loved it. Not your traditional Chelsea, but no less wonderful.",5
RX741AK2DY5Y3,1554828724,0316414212,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,Automation is about to usher in a giant societal shift,Nolia Nessa,"Just finished reading Andrew Yang's book ""The War on Normal People"". It's a great companion piece to Hillbilly Elegy and Homo Deus (the sequel to Sapiens). Andrew covers the rise of automation and AI and the worker displacement and societal ills this is causing. I don't believe most politicians fully understand the pace of technological change. Andrew is running for President in the 2020 and I think he has the best grasp of future trends and has meaningful policy ideas on changes we need to see in the US. I recommend this book to all my friends. Some core ideas of Andrew's:

- Worker displacement is quickening and software or robots are replacing many workers from truck drivers, factory workers, and call center operators.
- He advocates for a Universal Basic Income of a $1000/month to every single person in the US.
- This will cost between $1-2 trillion. This is funded by eliminating many inefficient welfare programs, a VAT, some additional taxes, and increased GDP by the stimulus more consumer spending generates.
- There no bureaucracy in distributing this money as it is allocated to every single person.
- It will remove the disincentive people have today to get off welfare because UBI is guaranteed to everyone.
- He has an interesting idea called ""digital social credits"" that can be traded and reward people for activities that lead to a community good: planting trees, teaching in your neighborhood, creating art.
- There are other interesting ideas that he has on reducing the major inefficiencies in US healthcare.

Andrew is not easily categorized as a left or right wing candidate. I really like the idea that we can let a capitalist engine run which is unparalleled in driving productivity but that we can address the inevitable social and societal issues that will only get far worse in an age of increased automation.

I think Andrew has the most well-thought out ideas on how to fix our government among all the candidates I've seen. I hope to see him at the presidential debates.",5
RT3ZPWUF9TNUD,1554793711,194883605X,Go Be Kind: 28 1/2 Adventures Guaranteed to…,“It’s an exact science. Honest.”,JB VonShirl,Being kind is never a waste of time. This book is an easy to follow map of inspiration to remind ourselves that every tool we need to be kind - is inside each of us. It’s a nudge to remember others can relate to places we’ve been where we just needed to be seen. If even for a moment. I highly recommend this to EVERYONE... because it applies to EVERYONE.,5
R3U6ZB30BSCWAO,1554793695,194883605X,Go Be Kind: 28 1/2 Adventures Guaranteed to…,"A REC ipe book to cure hatred. Easy, simple and very effective. Get infected to GO BE KIND!",JB VonShirl,"GO BE KIND is an amazing book to keep the feeling of love, happiness and empathy multiplying after having watched and being touched by The Kindness Diaries série.
The book is a reminder of our essence that sometimes gets lost with in this crazy life where we are running , always busy, always late and always diving into our cell phones and losing track of what is really important in life.
The book shows us that we need very little to make meaningful changes in us and then around us, like a chain of love and kindness. As Leon once said, the lack of empathy, compassion and kindness will leave space for hatred. This book is the medicine to hatred, and the world really need it!",5
RBH1ZRB7CFPIC,1556239637,1607749580,The Pho Cookbook: Easy to Adventurous Recipes for Vietnam's Favorite Soup and Noodles,wow,Paul A. Johnson,Absolutely Amazing! No need to say more.,5
R15HWP95872TBS,1556239622,1984898329,The Mister,Intriguing,The Guide To Romance Novels,"I stayed for the buildup for when the two would finally make love. The plot was a bit over-the-top. The antagonist was a bit of a one dimensional character which needed more fleshing out. It is easy to see a second book, how they deal with the family, Caro etc., and how the evil guys will try to exact their revenge. Overall, it was an entertaining read.",5
R1WSD2V78SMC82,1556151994,1984898329,The Mister,Don't expect the same great read as the grey series.,The Guide To Romance Novels,I can understand the stress the writer would be under to try to live up to a hit like the shades of grey but I was disappointed. I'm glad it was priced right. I didn't feel the chemistry between the characters. I didn't like the third person set up. I would have liked to feel like I was seeing their personal thoughts.( like I was in their heads feeling it with them) It would have been nice to skip by chapter from one character to the other. Rather than what felt like just a few paragraphs. I didn't feel that the male character was strong enough. I would say it was a good read. Not a waste of money or time but it didn't keep me up all night wanting to finish it. But treat it like its from a new author and don't expect it to be as good as the grey story. ( I have read stories from authors off kindle unlimited who are just as good or better with little recognition).I did like that it wasn't stretched out over many books. The ending could have gone more into the happy ever after. Like I said it must have been stressful to try to create a book as good as the last but over all it was good.,5
R2OX0GCZVVZHI3,1554676349,1401953115,Becoming Supernatural: How Common People…,I was looking to connect with my source and right now I can say I am very comfortable in the unknown,Norma Campbell,"I have to say I am living a total different and new life since a decide to become Supernatural. I started with Dr. Joe on January 2017 and following his videos and meditations made me realize I do create my reality, I read his books : ""Evolve your Brain"" and ""Breaking the habit of Being yourself"" I am responsible for my life, I was looking to connect with my source and right now I can say I am very comfortable in the unknown, uncertainty, emptiness because that is who I am. Looking to transform myself from somebody to nobody to everybody and follow the purpose previous to anything.",5
R3NT7USCSIY4B9,1554676321,198211598X,Pet Sematary: A Novel,"Wow, super intense!",Amazon Customer,Had read this book for almost 30 years and realized I must not have really absorbed exactly how dark/heavy this was as a tween. I read the whole book cover to cover no breaks. It's that good. Having read most of Kings books I would definitely put this in the top 5. If you're a long time fan you certainly won't be disappointed. If you're new to King hold on because you're in for a white knuckle experience. Highly recommended for those who appreciate a literary trip to the dark side.,5
R36XD5JXFFBBBR,1554780397,0525572643,The Home Edit: A Guide to Organizing and…,The perfect book for organizing your life,Fatima S,This book is color coding and organizing at its best. Clea and Joanna have mastered the technique to a properly organized home and it's all in this book. A must-have for every home!,5
R14HL5PLS0IJ84,1554870946,1644450003,Milkman: A Novel,Astonishing Read,Sheela,"I started reading this book expecting to hate it, based on its review in the New York Times. I didn’t. I loved it!!! An absolutely brilliant, absurdist portrayal of life , allegedly in Northern Ireland, but also a telling indictment of life under a dictatorship or in any society that rules through intimidation, fear, and fake news.",5
R1OH1XIC8E3GW4,1554863809,62319795,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,I was so disappointed and upset by the time I finished the book,Becky Thatcher,"I was so disappointed and upset by the time I finished the book.  I preordered  and was anxiously awaiting the book and the promised new revelations.  I've been following this case for too many years to count and was very excited to get new information, new clues.  When Michelle died tragically and way before her time, the people that finished her book said they were going to simply include all her notes and things she was working on, so I was excited about that too.  Perhaps I could spot a clue in her notes.  I am not interested in reading a great work, I'm interested in the case and information.  NOTHING new, no new clues, I was upset because it was a waste of my time and money.I have nothing against Michelle McNamara.  I was a fan of hers.  I admired her tireless work on the case of the Golden State Killer.  I admired how she chased down a clue (the cufflinks) and a suspect, but those leads went nowhere.  I can't give her credit for bringing attention to the case that led to a vital clue coming in or a suspect.  Nope.  The case was solved by entering his DNA in a database and good old fashioned police work tracking down remote relatives that shared some of his DNA.If you want information on the case read Sudden Terror by retired detective Larry Crompton and Hunting A Psychopath by retired Richard Shelby.  Sudden Terror is trying to be in a story form, and includes police banter etc.  but each and every crime is told like reading a police report.  This is not to be read if you want to read a book by a great author.  Larry Crompton does a really good job but he's a cop.  Hunting A Psychopath is handled in a different way, it's a fast breezy read, Richard Shelby is a little funny, and he gives supplemental iinformation such as the streets the crimes occurred on not just the town which was very helpful.  There are other knock off books, I won't even mention them.  They basically copied the information in the two above mentioned books.  Why read something by people that were not involved in the case instead of the actual detectives that worked the case and have all the information.  Even then, the detectives had opinions that turned out to be wrong not that we know who the Golden State Killer is.I hate to give the book 1 star, but it didn't deliver what was promised.  God Bless Michelle McNamara, she did a wonderful job on her Los Angeles Magazine article.  I can't give her enough credit for that one.",1
R1206AML39I8JJ,1556309241,1628603437,"Cook Once, Eat All Week: 26 Weeks of Gluten-Free, Affordable  Meal Prep to Preserve Your Time & Sanity",Delicious Meals Quick,Tyler,"This cookbook is a lifesaver! Definitely a must for a busy family or a busy work week. I spent less than normal on my weekly grocery bill using this book, AND the meals are delicious and satisfying. The prep really does take less than an hour (I'm amazed at this part)! I've already cooked through 2 weeks and can't wait to taste more!",5
R2VW110OTA7P96,1556309209,198211598X,Pet Sematary: A Novel,Chills on the excercise bike,N. Cappiello,"How is it that a book for which I've seen the movie at least a dozen times can still frighten you?Stephen King, that's how!I read this at the gym, and holy cow, I swear to you I'd get the chills.  Don't feel that you've seen the movie, now I don't need to read the book.  Read the book!!! It's a completely different story.  And it is awesome!!!",5
R2T7TGA6J7DCNX,1556104147,0062837907,This Is Me: Loving the Person You Are Today,Easy read with a nice message,Lisa Callihan,"I was inspired by Chrissy's backstory and was challenged to think about how I can take ownership of my life instead of dwelling on the past. I appreciate her openness and respect her more than I did before (not that I didn't respect her, just that all I knew of her before was from watching her character on This Is Us).",5
R2C66U906IVGCP,1556104138,62678426,The Woman in the Window: A Novel,The usual twists...,Kindle Customer,"My idiosyncrasy, if I do not like the characters then I do not like the book.  The main character is 99% of the book and is not at all a nice character to me.  Pathetic in every way.  Always drunk and drugged.",3
R1VG5XY7YCLPWA,1556104133,1401956785,"131 Method: Your Personalized Nutrition Solution to Boost Metabolism, Restore Gut Health, and Lose Weight",Powerful research and insight to help you discover what works for you,Amy Hansen,"This is an amazing book. I've been a part of her beta group and gone through the program. It is definitely an anti-diet, as it gives you everything you need to create your own path and discover what works for you and your body. The book is beautiful and includes amazing recipes. Chalene has spent years working on this book and creating a method that will help you be healthy and have a lifelong impact.",5
R2THFEDDF3OUP9,1554807097,0525572643,The Home Edit: A Guide to Organizing and…,⭐️⭐️⭐️⭐️⭐️,CW,For the obsessively organized that live a low bar lifestyle.,5
R3AF4G1WPRL9K9,1554659443,62678426,The Woman in the Window: A Novel,Spellbinding,susan e vaile,I couldn’t put this book down! So many twists and turns and a surprise ending. Definitely recommend to all that enjoy mysteries,5
R3CHSA2XP1R1BT,1554659417,0143110438,A Gentleman in Moscow: A Novel,Overrated,Mr. Picky,"It's a very rare occasion when I cannot finish a book. This was one of them. It would be an exaggeration to say that nothing happens in this book, so I'll just say that virtually nothing ever happens.  And it KEEPS happening. You keep waiting and hoping for something to occur and 2/3rds of the way in, nothing did. Reader, I gave up. Just as the main character is a prisoner of the hotel, I felt like I was a prisoner of this novel. Is it well-written? Yes. The sentences are wonderful. Is it as boring as watching a closed door never open? YES.",1
R30DLSMQ3TAK6L,1554897332,0143132504,Directorate S: The C.I.A. and America's Secret...,The Lansdale book is full of information and flows like pure water,Keith A. Comess,"I read several books periodically during the same time period. Among others, I am currently reading ""Directorate S"" and ""The Road Not Taken"" by Max Boot about Edward Lansdale. The Lansdale book is full of information and flows like pure water. ""Directorate S"" is full of information and flows like thick mud. ""Directorate S"" is worth reading for the information value but would have benefited from better writing & editing.",5
R27KZ9Q60WKZC8,1554644861,1250190193,The Prairie Homestead Cookbook: Simple Recipes for Heritage Cooking in Any Kitchen,DON’T PASS THIS ONE BY!,cbarnes,"This is the best cookbook I’ve seen in a VERY long time! Home cooking as I remember it, with so much information, encouragement and tips galore! For those who want to start their own homestead or city slickers who want to eat wholesome home cooked food- this cookbook is a MUST!",5
RGRNSXBDRRN3N,1554807034,006243666X,The American Agent: A Maisie Dobbs Novel,Maisie and Anna,E. B. MULLIGAN,"Maisie deserves to find contentment but only seems to find new work.
Anna needs her and she needs Anna but will the adoption take place?
Who killed the American broadcaster and why?
Why has Mark returned and where will that lead?
Does Priscilla survive the burning house?
All questions answered in a good mystery and set in a trying time for England. Gives a picture of what that survival seemed like.",5
R2SMAGKLH8XII2,1554813377,0143110438,A Gentleman in Moscow: A Novel,Great book!,SueA,"Imagine being sentenced to live the rest of your life inside a Russian hotel, knowing that if you leave you will be shot.  A man stuck in a hotel may seem one-dimensional, but it's just the opposite.  Count Rostov brings the whole world into the hotel.  The characters that flow through his life are unique and just plain amazing.  Best book I have read in along time - well...at least since reading Amor Towles' last novel ""Rules of Civility.""  Loved this one, too!",5
RR78YW6103UWD,1554682865,0062857908,The Right Side of History: How Reason and Moral Purpose Made the West Great,Great book,Jules,I don't much about Shapiro but i can tell he has done his research and provides a great intellectual journey through the foundations of Western Civilizations and why moving away from judeo-Christian morality and greek reason had provided a vacuum in the West. Great book if you want a brief history of Western Civilization reasoning transformation and the crisis we are in now,5
R30YYLGD2720W6,1555169893,1250190193,The Prairie Homestead Cookbook: Simple Recipes for Heritage Cooking in Any Kitchen,More than a Cookbook!,Expressionality,"WOW....this book is amazing...it is more of a ""how to"" book in regards to cooking, gardening, farming, ranching, how to condition and maintain cast-iron cooking pans....it is all inclusive of the Homesteading lifestyle and it would be useful to someone living downtown in a flat or out on some land and for both beginners and people that have been homesteading for a while. The cookbook is amazing and has some great pictures... We look forward to trying some of the different foods as we are trying to reduce the use of foods with preservatives for our family of seven and trying to make more of our foods ourselves....this is a learning curve and this book seems to lay it out in an easy to follow format and process. So far the kids, even our picky eaters, have loved the recipes we have tried so far, we look forward to trying more of them in the coming days and weeks. We highly recommend this book! and yes, I did pay full price for this book and get no remuneration for this review, the book is just much more than we expected....SCORE!!! :-)",5
R2LKCQ14ASMU8W,1555169889,0316316121,Less (Winner of the Pulitzer Prize): A Novel,Loved every minute,R. Zocher,"One of the finest, uplifting, and beautiful novels I’ve ever read. The hype is real.",5
RKUU6JVQMCHN1,1556057837,0143110438,A Gentleman in Moscow: A Novel,A wonderful and well written read!,Patti in VA,What an engaging story with wonderful character development and a certain degree of magic. I highly recommend the book for anyone who enjoys a well-written story,5
RXWN996UGV1WL,1556103815,1579656315,Six Seasons: A New Way with Vegetables,"If you have a kitchen garden, this book is for you!",I Do The Speed Limit,"And even if you don’t, it helps make sense of what to do with that CSA box or the veggies that are in season at the farmers market. I love how this book encourages you to eat with the seasons and to treat the vegetables differently based on their age/tenderness. I also like how the intensity of the recipes starts off slowly in the spring, making you savor those first available vegetables without much adornment, then ramps up with availability of others and echoes the feeling of the later seasons. I won’t lie, I initially picked this up when it was lying on a friend’s coffee table and was mildly interested... but I had no idea what this really was! It’s almost meant to be read cover to cover like a book, with great tips on each vegetable as well as other backing recipe needs/components. I’m so inspired on my first read-through that I’m planning this years garden layout with the goal of making every recipe in the book.",5
R239Q699IM3JPK,1554870514,0399255370,The Day the Crayons Quit,Crayons can Quit???,Jared,"I bought this for my great niece who is not yet two years old. However, I am sure she will love this story forever.",5
R3GRPIRCOPA6FM,1554832308,62678426,The Woman in the Window: A Novel,Dysfunctional read,HRJ,This is a weird story but it does have an elegant twist in the end.,3
R257R22W7BDSRS,1556314340,1628603437,"Cook Once, Eat All Week: 26 Weeks of Gluten-Free, Affordable  Meal Prep to Preserve Your Time & Sanity",Run don't walk and order this book ❤️❤️❤️,Raquel,"So first I love opening the book to the beautiful smile of Cassy❤️ so that's amazing but omg this book is gonna be the game changer to change everything when it comes to time management in the kitchen

My husband and I don't have kids yet but he I a picky eater and he looked at the book and basically told me to make one of everything (he has no idea I want to cook through the book) starting with the plantain pizza for dinner

I've been following Cassy from the beginning and I'm so amazed at how this book will relate to so many different people and how delicious it all looks

Bravo Cassy you are the real MVP this book is flawless",5
RW9LI9L6ND78R,1556148454,0812993268,The Second Mountain: The Quest for a Moral Life,A Book for A New Life,Aran Joseph Canes,"The most valuable and insightful idea of Brooks's book is that of the 'Weavers' -- those who pick us up out of the chaos of the rush to accumulate, grab, and rush in a narcissistic, 'selfie' culture where we have forgotten to recognize others -- and the real community that we must retrieve again. His words remind me of Merton, and recalls to mind Christopher Lasch's 'The Culture of Narcissism', which was a prescient call to many of the same things Brooks speaks of. Reviews here have denigrated Brooks as being hypocritical in his moral stance, because he left his wife. Did anyone consider the pain he might have been in because of that decision. We have no idea what personal pain he may have had. So that's absolutely a ridiculous argument in reviewing this book. It's a book that simply asks us to reconsider, or consider for the first time, where we are, as individuals, as a nation, and the repercussions of our culture's constant call to 'look out for yourself, don't worry about the other guy.' Self-awareness can include and embrace community. If we look in any mirror deeply, we will see, must see, many others in that reflection. Much like Marianne WIlliamson's call to love as a tool to acknowledging our damage and changing it, Brooks's call to reflection as action to change things limns the same call. I respect him greatly for his ability to have embraced his own vulnerability, and to use it to help us embrace our own -- to live up to what we've done, and take a first step to change.",4
R2A42BEEBQTFRI,1556148422,1982129735,The Mueller Report,Trump Supporters,Vivian Da Silva,"People that voted for Trump have a civic responsibility to read this report. Fox News, the state run media, nor will Bill Baar fully inform you. This is a well organized report.",5
R2D6VHDVEXU8D9,1555155340,1400208017,Can't Make This Stuff Up!: Finding the Upside to Life's Downs,Such a blessing to any woman’s heart.,Carla byrd,I pre-ordered my book months ago and received it in the mail yesterday. If your looking for some great inspiration please buy this book! It has just what you need!! I loved it and couldn’t put it down. It touched my heart.,5
R14QF109ZV00A4,1555155321,1524798622,Daisy Jones & The Six: A Novel,Oh man. I loved this book so much.,Ian McGraw,Read this book in about two reading sessions. It is so original and engaging and funny. I just want to savor it.,5
R25XJCYXZOODF9,1555145946,162860378X,Lies My Doctor Told Me Second Edition: Medical…,Best health information,Starr M.,Dr. Berry provides useful information and resources to back up his statements. Everyone should do their own research about their health and Dr. Berry provides some guide posts to do just that. Great read!,5
R1Q5RV9KOQWBQA,1555145929,0062857908,The Right Side of History: How Reason and Moral Purpose Made the West Great,Religion,Jules,This is a case for religion. Very simplistic point of view.,5
